timestamp,open,high,low,close,volume
2025-03-28 22:00:00,84019.5,84447.5,84019.5,84443.5,158134.0
2025-03-28 23:00:00,84438.0,84499.0,84160.0,84381.0,106275.0
2025-03-29 00:00:00,84380.5,84590.0,84308.0,84353.0,126901.0
2025-03-29 01:00:00,84352.5,84460.0,84170.5,84240.0,129217.0
2025-03-29 02:00:00,84249.5,84392.0,83785.0,83821.0,214264.0
2025-03-29 03:00:00,83810.0,84227.0,83668.0,84125.5,220603.0
2025-03-29 04:00:00,84126.0,84222.0,83928.5,84041.0,181704.0
2025-03-29 05:00:00,84041.5,84064.0,83820.0,83976.5,164060.0
2025-03-29 06:00:00,83976.0,83980.0,83631.5,83757.5,288506.0
2025-03-29 07:00:00,83757.5,83859.0,83617.5,83696.0,248767.0
2025-03-29 08:00:00,83696.5,83915.5,83629.0,83896.0,250560.0
2025-03-29 09:00:00,83896.5,83917.5,83267.5,83509.5,480883.0
2025-03-29 10:00:00,83509.0,83525.0,82766.0,82889.5,574325.0
2025-03-29 11:00:00,82883.0,83075.5,81964.0,82255.0,910049.0
2025-03-29 12:00:00,82260.0,82481.0,82104.0,82417.5,470455.0
2025-03-29 13:00:00,82417.5,82823.5,82403.5,82808.5,597817.0
2025-03-29 14:00:00,82814.5,82841.5,82412.5,82463.5,464282.0
2025-03-29 15:00:00,82464.5,82589.0,82344.5,82376.5,317971.0
2025-03-29 16:00:00,82377.5,82649.5,82131.0,82164.5,565760.0
2025-03-29 17:00:00,82155.5,82583.5,81608.0,82293.0,1199594.0
2025-03-29 18:00:00,82293.5,82641.0,82170.5,82307.0,504309.0
2025-03-29 19:00:00,82307.5,82725.0,82164.5,82723.0,367767.0
2025-03-29 20:00:00,82723.0,82749.0,82375.0,82467.0,228244.0
2025-03-29 21:00:00,82466.5,82640.5,82306.0,82477.0,128226.0
2025-03-29 22:00:00,82476.5,82479.5,82214.0,82345.5,84294.0
2025-03-29 23:00:00,82355.5,82640.0,82295.5,82604.5,59475.0
2025-03-30 00:00:00,82605.0,82861.0,82450.5,82763.5,127918.0
2025-03-30 01:00:00,82763.5,83030.0,82712.0,82892.0,204689.0
2025-03-30 02:00:00,82895.5,83326.0,82872.0,83278.0,258239.0
2025-03-30 03:00:00,83278.0,83456.5,83007.0,83045.5,292426.0
2025-03-30 04:00:00,83042.5,83279.0,83036.0,83076.5,249578.0
2025-03-30 05:00:00,83076.5,83188.0,82881.0,82924.5,254277.0
2025-03-30 06:00:00,82925.0,83260.0,82817.5,83148.0,413333.0
2025-03-30 07:00:00,83148.0,83285.0,83015.0,83037.5,237221.0
2025-03-30 08:00:00,83037.5,83362.5,83037.0,83340.0,241492.0
2025-03-30 09:00:00,83348.0,83479.5,83199.5,83451.5,266145.0
2025-03-30 10:00:00,83451.0,83490.5,83022.0,83083.5,448473.0
2025-03-30 11:00:00,83080.0,83325.0,82923.0,83080.0,452726.0
2025-03-30 12:00:00,83080.0,83230.0,82940.0,83037.5,286720.0
2025-03-30 13:00:00,83037.5,83117.5,82533.0,82655.5,530407.0
2025-03-30 14:00:00,82655.5,83009.0,82575.0,82769.5,371440.0
2025-03-30 15:00:00,82774.5,83028.0,82670.5,82699.5,297601.0
2025-03-30 16:00:00,82700.0,82779.5,82128.5,82253.5,579236.0
2025-03-30 17:00:00,82253.5,82539.5,82005.0,82381.5,496179.0
2025-03-30 18:00:00,82381.5,82766.5,82381.5,82693.5,401232.0
2025-03-30 19:00:00,82700.0,82871.5,82504.5,82510.5,243605.0
2025-03-30 20:00:00,82511.0,82623.0,82350.0,82523.0,171078.0
2025-03-30 21:00:00,82528.5,82673.0,82026.5,82203.0,148873.0
2025-03-30 22:00:00,82188.5,82732.0,81502.0,82392.0,300747.0
2025-03-30 23:00:00,82392.5,82400.0,81895.5,82353.5,116329.0
2025-03-31 00:00:00,82353.5,82416.0,81234.5,81608.0,239931.0
2025-03-31 01:00:00,81627.5,82241.0,81497.5,81920.5,271619.0
2025-03-31 02:00:00,81930.5,82144.5,81600.0,81894.5,214294.0
2025-03-31 03:00:00,81887.0,82000.0,81419.5,81492.0,303330.0
2025-03-31 04:00:00,81497.0,81832.5,81357.5,81806.0,309580.0
2025-03-31 05:00:00,81806.5,82276.0,81791.0,82134.0,538781.0
2025-03-31 06:00:00,82134.0,82237.5,81872.5,82016.5,374824.0
2025-03-31 07:00:00,82016.5,82267.0,81699.0,81895.5,458691.0
2025-03-31 08:00:00,81895.5,82228.0,81840.0,81862.0,412351.0
2025-03-31 09:00:00,81869.0,81926.0,81288.0,81420.0,664917.0
2025-03-31 10:00:00,81423.0,82187.5,81250.0,82136.5,720650.0
2025-03-31 11:00:00,82143.5,82236.0,81856.0,82182.0,557393.0
2025-03-31 12:00:00,82160.0,83136.0,81879.0,82736.0,880641.0
2025-03-31 13:00:00,82735.5,82827.0,81606.5,82462.5,1175096.0
2025-03-31 14:00:00,82457.5,83717.5,82450.0,83452.0,1299869.0
2025-03-31 15:00:00,83469.5,83887.5,83338.0,83373.5,807230.0
2025-03-31 16:00:00,83373.0,83655.0,83204.0,83250.5,615272.0
2025-03-31 17:00:00,83244.5,83508.5,82520.0,82627.5,826207.0
2025-03-31 18:00:00,82631.5,83538.0,82628.0,83244.5,646093.0
