timestamp,open,high,low,close,volume
2025-09-03 05:45:00,110740.0,110751.0,110693.0,110742.0,3834.0
2025-09-03 05:48:00,110741.0,110757.0,110706.0,110751.5,2115.0
2025-09-03 05:51:00,110744.0,110745.0,110679.5,110733.5,4738.0
2025-09-03 05:54:00,110738.0,110744.5,110624.5,110643.5,8680.0
2025-09-03 05:57:00,110643.5,110677.5,110643.5,110659.5,4393.0
2025-09-03 06:00:00,110669.0,110691.5,110572.5,110612.5,12345.0
2025-09-03 06:03:00,110611.5,110612.5,110535.5,110563.0,11675.0
2025-09-03 06:06:00,110568.5,110643.0,110557.0,110593.0,9108.0
2025-09-03 06:09:00,110588.5,110700.5,110534.0,110696.0,11454.0
2025-09-03 06:12:00,110694.5,110718.0,110654.5,110668.0,6611.0
2025-09-03 06:15:00,110666.0,110727.0,110620.0,110727.0,6312.0
2025-09-03 06:18:00,110727.0,110735.5,110680.0,110729.0,7253.0
2025-09-03 06:21:00,110737.0,110804.5,110737.0,110773.0,10422.0
2025-09-03 06:24:00,110772.0,110783.5,110752.5,110782.0,3167.0
2025-09-03 06:27:00,110781.0,110803.5,110752.5,110781.5,2886.0
2025-09-03 06:30:00,110781.5,110814.0,110777.5,110781.0,6459.0
2025-09-03 06:33:00,110782.0,110798.0,110739.5,110765.5,4208.0
2025-09-03 06:36:00,110758.5,110854.5,110732.5,110735.5,11744.0
2025-09-03 06:39:00,110735.5,110759.5,110702.5,110706.0,4019.0
2025-09-03 06:42:00,110711.5,110739.5,110691.5,110713.0,3732.0
2025-09-03 06:45:00,110714.0,110781.5,110713.0,110753.0,5102.0
2025-09-03 06:48:00,110753.0,110753.0,110661.0,110661.5,6784.0
2025-09-03 06:51:00,110661.0,110741.5,110660.5,110716.5,2847.0
2025-09-03 06:54:00,110708.0,110708.0,110647.0,110686.5,4746.0
2025-09-03 06:57:00,110697.0,110701.5,110634.0,110688.5,4438.0
2025-09-03 07:00:00,110687.5,110787.0,110668.0,110777.5,6822.0
2025-09-03 07:03:00,110771.0,110821.0,110718.0,110718.0,9473.0
2025-09-03 07:06:00,110711.0,110726.0,110541.0,110591.0,16761.0
2025-09-03 07:09:00,110600.0,110799.5,110594.0,110788.5,9158.0
2025-09-03 07:12:00,110788.5,110788.5,110683.5,110728.5,3681.0
2025-09-03 07:15:00,110729.5,110732.0,110563.0,110578.0,10559.0
2025-09-03 07:18:00,110584.5,110584.5,110520.0,110556.5,10909.0
2025-09-03 07:21:00,110556.5,110711.5,110499.0,110706.0,14537.0
2025-09-03 07:24:00,110700.0,110706.0,110573.0,110637.0,7942.0
2025-09-03 07:27:00,110650.0,110751.5,110650.0,110751.5,5305.0
2025-09-03 07:30:00,110752.0,110885.5,110752.0,110769.0,20584.0
2025-09-03 07:33:00,110770.0,110809.0,110761.0,110809.0,6165.0
2025-09-03 07:36:00,110808.0,110959.5,110808.0,110915.0,21914.0
2025-09-03 07:39:00,110902.5,110902.5,110839.5,110861.5,6225.0
2025-09-03 07:42:00,110861.5,110910.0,110834.0,110904.0,15516.0
2025-09-03 07:45:00,110900.0,110922.5,110882.5,110906.0,7706.0
2025-09-03 07:48:00,110913.5,110933.0,110913.5,110921.5,7645.0
2025-09-03 07:51:00,110925.0,110969.5,110922.5,110969.5,12542.0
2025-09-03 07:54:00,110969.5,111027.0,110962.5,111026.0,18481.0
2025-09-03 07:57:00,111026.0,111077.0,111026.0,111053.0,15738.0
2025-09-03 08:00:00,111052.5,111143.5,111010.5,111121.5,21084.0
2025-09-03 08:03:00,111122.5,111177.0,111099.0,111177.0,17852.0
2025-09-03 08:06:00,111177.0,111216.5,111127.0,111207.5,27814.0
2025-09-03 08:09:00,111206.5,111222.5,111130.5,111154.5,8894.0
2025-09-03 08:12:00,111154.5,111178.5,111154.5,111178.5,1885.0
2025-09-03 08:15:00,111175.0,111232.5,111157.0,111158.0,8299.0
2025-09-03 08:18:00,111158.0,111170.0,111087.5,111089.5,11814.0
2025-09-03 08:21:00,111090.5,111110.0,111024.5,111109.0,13836.0
2025-09-03 08:24:00,111109.0,111109.0,111002.0,111062.0,10022.0
2025-09-03 08:27:00,111062.0,111085.0,111038.0,111085.0,3475.0
2025-09-03 08:30:00,111084.0,111098.0,111010.5,111032.0,10992.0
2025-09-03 08:33:00,111032.0,111050.5,110988.5,110988.5,12233.0
2025-09-03 08:36:00,110988.5,111010.5,110964.0,110978.5,5689.0
2025-09-03 08:39:00,110978.5,111046.0,110978.5,110988.0,4284.0
2025-09-03 08:42:00,110988.0,111045.5,110979.5,111025.5,2751.0
2025-09-03 08:45:00,111025.0,111039.5,110975.0,110977.0,6694.0
2025-09-03 08:48:00,110977.0,110991.0,110963.0,110964.5,4136.0
2025-09-03 08:51:00,110963.5,110965.5,110943.5,110950.0,18779.0
2025-09-03 08:54:00,110950.0,110964.5,110934.0,110944.5,4444.0
2025-09-03 08:57:00,110943.5,110986.5,110943.5,110985.5,3784.0
2025-09-03 09:00:00,110986.5,111038.5,110928.0,110928.5,8869.0
2025-09-03 09:03:00,110928.0,110957.5,110902.0,110903.5,7856.0
2025-09-03 09:06:00,110901.0,110984.5,110853.0,110962.5,17230.0
