timestamp,open,high,low,close,volume
2025-09-08 19:05:00,112357.0,112368.0,112318.5,112318.5,2507.0
2025-09-08 19:06:00,112318.5,112319.5,112279.0,112293.0,2168.0
2025-09-08 19:07:00,112293.0,112298.5,112288.0,112288.0,1136.0
2025-09-08 19:08:00,112288.5,112288.5,112231.0,112231.0,2352.0
2025-09-08 19:09:00,112231.0,112232.0,112162.0,112162.0,6893.0
2025-09-08 19:10:00,112156.0,112181.5,112135.0,112177.5,7177.0
2025-09-08 19:11:00,112177.5,112177.5,112145.0,112160.0,2188.0
2025-09-08 19:12:00,112161.0,112161.0,112121.0,112143.0,3755.0
2025-09-08 19:13:00,112142.0,112186.0,112142.0,112186.0,3505.0
2025-09-08 19:14:00,112185.0,112186.0,112181.0,112182.5,972.0
2025-09-08 19:15:00,112182.5,112182.5,112128.0,112143.5,2863.0
2025-09-08 19:16:00,112144.5,112173.0,112132.5,112173.0,1005.0
2025-09-08 19:17:00,112172.0,112172.0,112154.0,112155.0,726.0
2025-09-08 19:18:00,112154.0,112193.5,112154.0,112193.5,1272.0
2025-09-08 19:19:00,112202.5,112202.5,112151.0,112170.5,2274.0
2025-09-08 19:20:00,112169.5,112169.5,112164.5,112164.5,195.0
2025-09-08 19:21:00,112165.5,112165.5,112133.5,112158.5,827.0
2025-09-08 19:22:00,112153.0,112155.0,112140.5,112154.0,912.0
2025-09-08 19:23:00,112155.0,112155.0,112125.5,112127.5,2577.0
2025-09-08 19:24:00,112125.5,112126.5,112119.5,112123.5,2714.0
2025-09-08 19:25:00,112123.5,112153.5,112113.5,112153.5,1419.0
2025-09-08 19:26:00,112153.5,112153.5,112112.0,112122.0,1739.0
2025-09-08 19:27:00,112122.0,112149.0,112122.0,112149.0,321.0
2025-09-08 19:28:00,112157.0,112170.0,112156.0,112163.5,927.0
2025-09-08 19:29:00,112163.5,112172.0,112163.5,112171.0,762.0
2025-09-08 19:30:00,112169.5,112208.5,112166.0,112208.5,3500.0
